"Tree_ID","Address","Tree_Species","Species_Desc","Common_Name","Age_Desc","Height","Spread","Trunk","Actual_Trunk_cm","Condition","Lat","Long"
32400,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",36,"Good",53.5743709335,-6.1137445487
32420,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.5738218414,-6.1139127352
41820,"Auburn Grove, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.4446931452,-6.1751525262
197800,"Saint Andrew's Park, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",22,"Fair to Good",53.4661901721,-6.2346702099
48000,"Seabury Drive, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4546765451,-6.1787527344
27080,"Clonard Court, Balbriggan","ACCA","Acer campestre","Field Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.6063791028,-6.1873548385
27212,"Castleview Row, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4709462593,-6.2373869889
29148,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",14,"Fair to Good",53.4475672083,-6.247897429
29152,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",19,"Good",53.4476071978,-6.2480077731
29396,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4456408581,-6.2463174339
13812,"Abbeyvale Green, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.4597721651,-6.2513571701
16436,"Swords Manor Grove, Swords","AAAA","Suitable location","","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"",53.4602329939,-6.2438755203
17412,"Valley View, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature",NA,"3 to 6 metres","21cm to 30cm",24,"Fair",53.4617879641,-6.2416848797
246548,"Lanesborough Grove, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"3 to 6 metres","11cm to 20cm",11,"Fair to Good",53.4044149463,-6.2916568653
18268,"Milesian Grove, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",24,"Good",53.451854822,-6.2071434645
6036,"Glen Ellan Gardens, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",4,"Good",53.4674432615,-6.23596466
263600,"Seapark, Malahide","","","","",NA,"","",0,"",53.4460625621,-6.1402962495
7052,"Barnewall Cresent, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4931424405,-6.1492743668
41240,"Talbot Avenue, Malahide","TISP","Tilia spp.","Lime","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.4479587428,-6.1811972236
41252,"Talbot Avenue, Malahide","TISP","Tilia spp.","Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4480332482,-6.1808321682
1000,"Turvey Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4870303613,-6.1552302785
4068,"Glen Ellan Avenue, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",21,"Fair to Good",53.4674357224,-6.228049651
4456,"Glen Ellan Drive, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","31cm to 40cm",33,"Fair",53.4667165568,-6.2281699781
28208,"Ridgewood Place, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.44762588,-6.2506119956
28424,"Ridgewood Close, Swords","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4483267997,-6.2476892792
29004,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4482494259,-6.2507411005
41824,"Auburn Grove, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4446735274,-6.1753094534
197600,"Pine Grove Park, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",13,"Fair",53.4654815866,-6.232589877
48424,"Seabury Parade, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",21,"Fair to Good",53.4549445815,-6.1800716949
17620,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",24,"Fair to Good",53.4663221973,-6.2409993741
27220,"Castleview Row, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4708320175,-6.2370075249
29168,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4477666281,-6.2484806333
29240,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4462362211,-6.2472685708
29264,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4465781864,-6.2479268651
29284,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",8,"Good",53.4470967902,-6.2476097318
29292,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",13,"Good",53.4472592317,-6.2474671185
29360,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4462696902,-6.2470816003
1472,"Turvey Drive, Donabate","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","21cm to 30cm",23,"Fair to Good",53.4872698934,-6.1560368005
1032,"Turvey Grove, Donabate","ACPL","Acer platanoides","Norway Maple","","10 metres","3 to 6 metres","21cm to 30cm",27,"Good",53.486960682,-6.1551988012
2236,"Beverton Lawn, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.4907633692,-6.1553984622
4036,"Glen Ellan Avenue, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Fair to Good",53.4673194958,-6.2277564661
4052,"Glen Ellan Avenue, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","Up to 3 metres","11cm to 20cm",20,"Good",53.4674076559,-6.2272422712
4268,"Glen Ellan Park, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.4683070818,-6.2290723485
26984,"Clonard Court, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.6070028823,-6.1873355119
28404,"Ridgewood Close, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4479170614,-6.2480278288
29508,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4452413914,-6.2446637601
48144,"Seabury Drive, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","31cm to 40cm",31,"Good",53.4542074374,-6.1783500739
48440,"Seabury Parade, Malahide","BESP","Betula spp.","Birch","Semi-Mature"," 15 metres","6 to 9 metres","11cm to 20cm",20,"Good",53.4553381039,-6.1797663956
28600,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",8,"Good",53.4477687929,-6.2463689668
28624,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4475615547,-6.2457069182
5200,"Glen Ellan Green, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",13,"Good",53.467227262,-6.2312940281
27228,"Castleview Row, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4707768906,-6.236688113
29376,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4461272999,-6.2468026821
17420,"Valley View, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature",NA,"3 to 6 metres","21cm to 30cm",27,"Fair",53.4620182921,-6.2416127166
246564,"Lanesborough Grove, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"3 to 6 metres","11cm to 20cm",13,"Fair to Good",53.4042641141,-6.2916347922
18028,"Charlestown Drive, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",13,"Fair",53.4043336997,-6.2981346576
18272,"Milesian Grove, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4518597721,-6.2070422426
4816,"Glen Ellan Close, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair to Good",53.4665091423,-6.2287989128
16300,"Swords Manor Avenue, Mooretown","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","21cm to 30cm",22,"Fair",53.4617435707,-6.2437488466
41232,"Talbot Avenue, Malahide","TISP","Tilia spp.","Lime","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4479735045,-6.18144662
41808,"Auburn Grove, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4450648315,-6.175142005
619176,"Park Avenue, Swords","MASP","Malus spp.","Crab apple","Semi-Mature",NA,"Up to 3 metres","1cm - 10cm",6,"Poor",53.4583252181,-6.2398321671
4020,"Glen Ellan Avenue, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Fair to Good",53.4674366759,-6.2284652563
15468,"Berwick Court, Swords","LIQAM","Liquidamber styraciflua","Sweet Gum","Young",NA,"Up to 3 metres","1cm - 10cm",4,"Fair",53.4618280959,-6.2487030612
26752,"Tara Cove, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","6 to 9 metres","31cm to 40cm",32,"Good",53.6064153399,-6.1890946155
26992,"Clonard Court, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.6069694307,-6.1869366987
27332,"Tara Court, Balbriggan","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",15,"Fair",53.6088366675,-6.191451314
28496,"Ridgewood Close, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4478138378,-6.2479438709
29036,"Ridgewood Avenue, Forrest Great","","","","",NA,"","",0,"",53.4482026752,-6.2505371011
48612,"Old Yellow Walls Road, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Fair",53.4555243178,-6.1797618896
48616,"Old Yellow Walls Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",24,"Fair to Good",53.4554216262,-6.1793564743
28612,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4476784675,-6.2458234215
28632,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4476261151,-6.2460644638
28712,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4476224899,-6.2462703814
26392,"Orlynn Park, Lusk","AAAA","Suitable location","","",NA,"","",0,"",53.5235610176,-6.1623737933
27240,"Tara Court, Balbriggan","PRUSP","Prunus spp.","Cherry","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Poor",53.6079593828,-6.1903765992
29124,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",14,"Good",53.4476628456,-6.2478379469
29156,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Fair - Poor",53.4476403415,-6.2480925089
29364,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4462243461,-6.2469860815
18416,"Milesian Lawn, Swords","ACEPH","Abies cephalonica","Grecian Fir","",NA,"","",0,"",53.4522008903,-6.2074676006
668,"Oaklands Park, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4574104373,-6.2179713019
3,"Churchfield Close, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",35,"Good",53.5731567796,-6.1071628283
45,"Bremore Drive, Balbriggan","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.6136563386,-6.190796839
5204,"Glen Ellan Green, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"3 to 6 metres","11cm to 20cm",13,"Good",53.4676246686,-6.2328388817
644,"Oaklands Park, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",30,"Fair to Good",53.4571304851,-6.2174390586
1004,"Turvey Grove, Donabate","ACPL","Acer platanoides","Norway Maple","","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4870452672,-6.1552993902
1008,"Turvey Grove, Donabate","ACPL","Acer platanoides","Norway Maple","","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.4870627716,-6.1554378469
3668,"Turvey Avenue, Donabate","SOARI","Sorbus aria","Whitebeam","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",14,"Fair",53.4874546616,-6.1589448245
233208,"Broadway Park, Coolmine","AAAA","Suitable location","","",NA,"","",0,"",53.3864931329,-6.3890164572
233212,"Broadway Park, Coolmine","AAAA","Suitable location","","",NA,"","",0,"",53.3866012556,-6.3892044646
18104,"Milesian Avenue, Swords","SOXT","Sorbus x thuringiaca","Bastard Service Tree","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",20,"Fair to Good",53.4516287133,-6.2050845659
18132,"Milesian Avenue, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Fair to Good",53.4519925173,-6.2055839189
41728,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4470787199,-6.1804003305
6944,"The Close, Melrose Park","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",24,"Fair to Good",53.4456965689,-6.2037064868
26756,"Tara Cove, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.6064278696,-6.1889132225
26768,"Tara Cove, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.606292883,-6.1891256944
26776,"Tara Cove, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","6 to 9 metres","11cm to 20cm",16,"Good",53.6063075693,-6.1895141253
27084,"Clonard Court, Balbriggan","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",21,"Good",53.6063598006,-6.1868816921
27312,"Tara Court, Balbriggan","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",17,"Fair to Good",53.6085172887,-6.1918007117
27336,"Tara Court, Balbriggan","AAAA","Suitable location","","",NA,"","",0,"",53.6088294747,-6.1909756563
29136,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",19,"Fair to Good",53.447490491,-6.2473785677
29244,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4462771012,-6.24736608
